GRD_INSPIR_100;RAHVAARV_KOKKU;RAHVAARV_ELUHOONES;RAHVAARV_KESKUSES
100mN64673E05335;10;10;0
100mN64672E05340;3;3;0
100mN64674E05335;20;20;0
100mN64681E05333;26;26;0
100mN64681E05335;31;31;0
100mN64679E05331;23;23;0
100mN64674E05336;7;7;0
100mN64679E05338;32;32;0
100mN64693E05325;2;2;0
100mN64686E05328;37;37;0
100mN64686E05327;29;29;0
100mN64687E05329;14;14;0
100mN64685E05332;52;52;0
100mN64689E05332;29;29;0
100mN64690E05328;20;20;0
100mN64706E05304;25;25;0
100mN64711E05288;3;3;0
100mN64705E05298;2;2;0
100mN64709E05301;25;25;0
100mN64705E05303;50;50;0
100mN64707E05308;32;32;0
100mN64708E05306;46;46;0
100mN64707E05309;16;16;0
100mN64705E05306;19;19;0
100mN64705E05309;32;32;0
100mN64714E05295;25;25;0
100mN64715E05293;4;4;0
100mN64708E05309;22;22;0
100mN64707E05296;10;10;0
100mN64711E05308;16;16;0
100mN64709E05289;8;8;0
100mN64703E05316;472;472;0
100mN64699E05321;19;19;0
100mN64698E05323;2;2;0
100mN64712E05333;3;3;0
100mN64719E05332;5;5;0
100mN64728E05326;1;1;0
100mN64728E05345;27;27;0
100mN64747E05288;14;14;0
100mN64738E05301;5;5;0
100mN64750E05287;4;4;0
100mN64730E05298;27;27;0
100mN64729E05300;26;26;0
100mN64728E05302;22;22;0
100mN64729E05303;48;48;0
100mN64700E05315;125;125;0
100mN64732E05297;10;10;0
100mN64735E05300;2;2;0
100mN64736E05300;6;6;0
100mN64737E05301;2;2;0
100mN64731E06592;76;76;0
100mN64732E06593;95;95;0
100mN64733E06581;35;35;0
100mN64717E06593;17;17;0
100mN64721E06596;91;91;0
100mN64723E06595;45;45;0
100mN64724E06594;47;47;0
100mN64735E06578;27;27;0
100mN64735E06593;95;95;0
100mN64724E06596;26;26;0
100mN64722E06600;19;19;0
100mN64724E06593;21;21;0
100mN64725E06594;58;58;0
100mN64725E06598;43;43;0
100mN64725E06601;187;187;0
100mN64723E06602;26;26;0
100mN64724E06603;21;21;0
100mN64727E06603;7;7;0
100mN64727E06604;10;10;0
100mN64726E06614;2;2;0
100mN64728E06595;71;71;0
100mN64728E06597;126;126;0
100mN64731E06621;146;146;0
100mN64735E06597;96;96;0
100mN64731E06594;111;111;0
100mN64738E06595;157;157;0
100mN64736E06598;126;126;0
100mN64736E06599;237;237;0
100mN64737E06610;254;254;0
100mN64731E06598;76;76;0
100mN64749E06586;30;30;0
100mN64760E06591;27;27;0
100mN64752E06594;78;78;0
100mN64736E06614;238;238;0
100mN64747E06588;68;68;0
100mN64711E06576;36;36;0
100mN64754E06589;40;40;0
100mN64709E06577;42;42;0
100mN64737E06614;361;361;0
100mN64715E06582;36;36;0
100mN64729E06621;213;213;0
100mN64716E06596;505;505;0
100mN64738E06583;30;30;0
100mN64733E06586;172;172;0
100mN64733E06585;143;143;0
100mN64734E06586;85;85;0
100mN64710E06578;26;26;0
100mN64706E06584;59;59;0
100mN64709E06579;26;26;0
100mN64709E06592;30;30;0
100mN64710E06590;21;21;0
100mN64711E06591;29;29;0
100mN64711E06579;80;80;0
100mN64713E06593;27;27;0
100mN64715E06586;5;5;0
100mN64710E06580;24;24;0
100mN64713E06581;29;29;0
100mN64703E06624;8;8;0
100mN64706E06595;569;569;0
100mN64712E06595;41;41;0
100mN64715E06598;24;24;0
100mN64706E06622;1;1;0
100mN64707E06622;6;6;0
100mN64710E06624;3;3;0
100mN64712E06618;10;10;0
100mN64713E06622;1;1;0
100mN64716E06577;42;42;0
100mN64726E06571;3;3;0
100mN64726E06578;47;47;0
100mN64717E06582;11;11;0
100mN64717E06585;28;28;0
100mN64718E06583;25;25;0
100mN64736E06570;16;16;0
100mN64716E06580;53;53;0
100mN64726E06581;39;39;0
100mN64720E06581;39;39;0
100mN64721E06581;26;26;0
100mN64722E06585;49;49;0
100mN64724E06587;52;52;0
100mN64721E06585;28;28;0
100mN64723E06592;27;27;0
100mN64735E06573;3;3;0
100mN64733E06575;46;46;0
100mN64733E06576;28;28;0
100mN64717E06586;62;62;0
100mN64725E06591;5;5;0
100mN64729E06568;51;51;0
100mN64736E06572;39;39;0
100mN64721E06588;41;41;0
100mN64723E06580;42;42;0
100mN64729E06571;9;9;0
100mN64724E06581;33;33;0
100mN64731E06576;36;36;0
100mN64737E06576;9;9;0
100mN64727E06578;20;20;0
100mN64731E06582;14;14;0
100mN64725E06580;20;20;0
100mN64705E06574;3;3;0
100mN64699E06591;397;397;0
100mN64712E06569;3;3;0
100mN64714E06567;3;3;0
100mN64705E06583;22;22;0
100mN64712E06574;6;6;0
100mN64704E06586;4;4;0
100mN64714E06585;2;2;0
100mN64706E06568;2;2;0
100mN64708E06570;8;8;0
100mN64709E06586;43;43;0
100mN64711E06587;8;8;0
100mN64713E06588;23;23;0
100mN64746E06601;203;203;0
100mN64746E06609;563;563;0
100mN64748E06599;64;64;0
100mN64746E06605;22;22;0
100mN64740E06616;386;386;0
100mN64741E06611;9;9;0
100mN64742E06613;27;27;0
100mN64742E06618;168;168;0
100mN64744E06610;18;18;0
100mN64740E06623;15;15;0
100mN64746E06611;182;182;0
100mN64748E06611;496;496;0
100mN64745E06617;43;43;0
100mN64751E06599;61;61;0
100mN64717E06628;18;18;0
100mN64717E06629;18;18;0
100mN64764E06587;99;99;0
100mN64720E06632;3;3;0
100mN64762E06590;33;33;0
100mN64762E06591;64;64;0
100mN64736E06625;600;600;0
100mN64764E06590;34;34;0
100mN64764E06592;24;24;0
100mN64749E06608;9;9;0
100mN64766E06590;77;77;0
100mN64755E06599;5;5;0
100mN64763E06597;21;21;0
100mN64761E06562;3;3;0
100mN64767E06574;6;6;0
100mN64762E06588;23;23;0
100mN64759E06590;44;44;0
100mN64759E06591;17;17;0
100mN64702E06630;1;1;0
100mN64703E06626;2;2;0
100mN64704E06633;4;4;0
100mN64706E06628;13;13;0
100mN64709E06627;2;2;0
100mN64710E06625;6;6;0
100mN64710E06632;6;6;0
100mN64716E06633;16;16;0
100mN64745E06595;351;351;0
100mN64746E06608;32;32;0
100mN64739E06609;192;192;0
100mN64741E06615;206;206;0
100mN64743E06606;48;48;0
100mN64744E06607;24;24;0
100mN64736E06619;113;113;0
100mN64734E06622;388;388;0
100mN64745E06577;22;22;0
100mN64746E06578;34;34;0
100mN64738E06579;17;17;0
100mN64740E06585;75;75;0
100mN64742E06579;33;33;0
100mN64742E06581;47;47;0
100mN64742E06585;6;6;0
100mN64743E06583;138;138;0
100mN64743E06584;36;36;0
100mN64739E06587;7;7;0
100mN64742E06590;12;12;0
100mN64743E06592;10;10;0
100mN64746E06583;9;9;0
100mN64746E06580;17;17;0
100mN64738E06609;212;212;0
100mN64749E06590;27;27;0
100mN64747E06585;71;71;0
100mN64754E06592;7;7;0
100mN64755E06588;42;42;0
100mN64744E06586;22;22;0
100mN64744E06588;30;30;0
100mN64745E06586;40;40;0
100mN64745E06587;37;37;0
100mN64746E06588;75;75;0
100mN64759E06586;5;5;0
100mN64742E06604;383;383;0
100mN64749E06575;291;291;0
100mN64758E06565;4;4;0
100mN64751E06581;3;3;0
100mN64738E06597;101;101;0
100mN64750E06585;27;27;0
100mN64752E06578;21;21;0
100mN64752E06584;34;34;0
100mN64733E06621;77;77;0
100mN65797E05351;13;13;0
100mN65798E05353;22;22;0
100mN65797E05356;39;39;0
100mN65799E05354;29;29;0
100mN65800E05355;19;19;0
100mN65808E05355;7;7;0
100mN65810E05353;6;6;0
100mN65811E05355;15;15;0
100mN65811E05353;14;14;0
100mN65812E05354;28;28;0
100mN65796E05351;12;12;0
100mN65795E05360;13;13;0
100mN65798E05362;12;12;0
100mN65810E05359;15;15;0
100mN65811E05358;24;24;0
100mN65806E05348;9;9;0
100mN65803E05351;5;5;0
100mN65804E05352;4;4;0
100mN65802E05356;9;9;0
100mN65803E05356;38;38;0
100mN65804E05357;10;10;0
100mN65852E05368;10;10;0
100mN65857E05361;315;315;0
100mN65861E05362;181;181;0
100mN65862E05362;370;370;0
100mN65861E05365;382;382;0
100mN65865E05371;329;329;0
100mN65867E05355;6;6;0
100mN65868E05357;13;13;0
100mN65864E05360;4;4;0
100mN65861E05371;239;239;0
100mN65852E05372;157;157;0
100mN65811E05370;22;22;0
100mN65811E05367;14;14;0
100mN65812E05367;32;32;0
100mN65810E05372;65;65;0
100mN65810E05374;14;14;0
100mN65806E05434;14;14;0
100mN65810E05433;1;1;0
100mN65811E05432;1;1;0
100mN65812E05433;3;3;0
100mN65812E05434;1;1;0
100mN65812E05372;19;19;0
100mN65813E05353;4;4;0
100mN65815E05355;12;12;0
100mN65817E05373;20;20;0
100mN65817E05374;8;8;0
100mN65819E05362;17;17;0
100mN65818E05364;17;17;0
100mN65828E05361;12;12;0
100mN65815E05359;25;25;0
100mN65818E05356;23;23;0
100mN65818E05357;15;15;0
100mN65819E05365;20;20;0
100mN65828E05364;16;16;0
100mN65829E05364;15;15;0
100mN65830E05364;11;11;0
100mN65830E05365;5;5;0
100mN65832E05361;21;21;0
100mN65832E05360;8;8;0
100mN65830E05371;5;5;0
100mN65820E05357;30;30;0
100mN65821E05355;12;12;0
100mN65821E05356;28;28;0
100mN65812E05360;80;80;0
100mN65822E05367;25;25;0
100mN65832E05368;5;5;0
100mN65833E05374;18;18;0
100mN65812E05366;131;131;0
100mN65821E05371;4;4;0
100mN65822E05372;23;23;0
100mN65836E05353;9;9;0
100mN65835E05357;9;9;0
100mN65834E05361;38;38;0
100mN65835E05362;29;29;0
100mN65835E05363;25;25;0
100mN65817E05360;29;29;0
100mN65825E05360;32;32;0
100mN65824E05366;18;18;0
100mN65825E05363;17;17;0
100mN65841E05374;30;30;0
100mN65814E05370;23;23;0
100mN65815E05371;20;20;0
100mN65827E05362;31;31;0
100mN65828E05360;115;115;0
100mN65824E05370;15;15;0
100mN65824E05371;42;42;0
100mN65825E05367;8;8;0
100mN65807E05361;42;42;0
100mN65809E05361;13;13;0
100mN65809E05365;2;2;0
100mN65810E05361;22;22;0
100mN65810E05364;54;54;0
100mN65810E05366;25;25;0
100mN65811E05375;29;29;0
100mN65807E05368;15;15;0
100mN65808E05368;9;9;0
100mN65827E05406;15;15;0
100mN65829E05408;38;38;0
100mN65836E05398;22;22;0
100mN65843E05405;1;1;0
100mN65845E05375;3;3;0
100mN65844E05378;40;40;0
100mN65844E05385;174;174;0
100mN65846E05378;132;132;0
100mN65848E05375;208;208;0
100mN65844E05380;2;2;0
100mN65847E05380;194;194;0
100mN65846E05386;288;288;0
100mN65851E05378;332;332;0
100mN65851E05375;219;219;0
100mN65850E05384;287;287;0
100mN65851E05386;487;487;0
100mN65850E05385;115;115;0
100mN65850E05376;185;185;0
100mN65853E05386;169;169;0
100mN65859E05401;200;200;0
100mN65854E05377;3;3;0
100mN65833E05410;1;1;0
100mN65843E05389;331;331;0
100mN65836E05403;48;48;0
100mN65835E05406;22;22;0
100mN65836E05406;28;28;0
100mN65836E05399;14;14;0
100mN65837E05401;20;20;0
100mN65835E05393;34;34;0
100mN65836E05391;53;53;0
100mN65837E05406;28;28;0
100mN65838E05404;16;16;0
100mN65822E05420;50;50;0
100mN65834E05388;1;1;0
100mN65835E05397;11;11;0
100mN65821E05423;17;17;0
100mN65837E05394;28;28;0
100mN65871E05367;165;165;0
100mN65882E05359;9;9;0
100mN65889E05356;5;5;0
100mN65896E05348;16;16;0
100mN65892E05326;16;16;0
100mN65819E05384;21;21;0
100mN65817E05385;12;12;0
100mN65819E05389;5;5;0
100mN65820E05390;39;39;0
100mN65823E05390;23;23;0
100mN65817E05395;24;24;0
100mN65818E05394;24;24;0
100mN65828E05384;28;28;0
100mN65830E05381;13;13;0
100mN65837E05367;91;91;0
100mN65820E05405;51;51;0
100mN65827E05382;60;60;0
100mN65829E05401;14;14;0
100mN65825E05392;32;32;0
100mN65829E05391;36;36;0
100mN65818E05396;21;21;0
100mN65822E05392;22;22;0
100mN65821E05396;26;26;0
100mN65824E05381;108;31;77
100mN65824E05382;30;30;0
100mN65831E05393;2;2;0
100mN65828E05395;15;15;0
100mN65829E05390;73;73;0
100mN65828E05398;28;28;0
100mN65830E05398;28;28;0
100mN65825E05383;21;21;0
100mN65825E05385;17;17;0
100mN65824E05389;3;3;0
100mN65825E05394;25;25;0
100mN65828E05400;14;14;0
100mN65826E05393;19;19;0
100mN65826E05394;12;12;0
100mN65831E05399;20;20;0
100mN65832E05399;33;33;0
100mN65831E05402;27;27;0
100mN65830E05375;35;35;0
100mN65826E05395;19;19;0
100mN65826E05396;11;11;0
100mN65826E05398;29;29;0
100mN65823E05402;11;11;0
100mN65824E05400;3;3;0
100mN65831E05403;7;7;0
100mN65832E05378;35;35;0
100mN65818E05409;4;4;0
100mN65833E05378;52;52;0
100mN65826E05402;43;43;0
100mN65829E05383;31;31;0
100mN65830E05385;40;40;0
100mN65819E05408;105;105;0
100mN65829E05389;59;59;0
100mN65830E05387;23;23;0
100mN65894E05325;8;8;0
100mN65894E05328;15;15;0
100mN65895E05325;9;9;0
100mN65896E05327;16;16;0
100mN65892E05328;1;1;0
100mN65813E05381;115;115;0
100mN65815E05380;12;12;0
100mN65813E05382;50;50;0
100mN65890E05342;7;7;0
100mN65891E05339;5;5;0
100mN65896E05329;1;1;0
100mN65896E05330;4;4;0
100mN65897E05330;8;8;0
100mN65896E05338;11;11;0
100mN65867E05371;65;65;0
100mN65898E05336;8;8;0
100mN65881E05344;2;2;0
100mN65880E05345;2;2;0
100mN65881E05345;13;13;0
100mN65880E05358;13;13;0
100mN65882E05357;6;6;0
100mN65815E05389;6;6;0
100mN65885E05356;13;13;0
100mN65885E05353;2;2;0
100mN65817E05384;15;15;0
100mN65859E05393;537;537;0
100mN65862E05393;362;362;0
100mN65862E05394;16;16;0
100mN65861E05398;3;3;0
100mN65863E05390;1;1;0
100mN65866E05397;26;26;0
100mN65862E05398;5;5;0
100mN65863E05400;13;13;0
100mN65863E05404;29;29;0
100mN65864E05399;19;19;0
100mN65846E05402;14;14;0
100mN65863E05413;25;25;0
100mN65863E05417;163;163;0
100mN65866E05400;20;20;0
100mN65869E05379;4;4;0
100mN65873E05380;26;26;0
100mN65873E05381;38;38;0
100mN65873E05382;28;28;0
100mN65874E05381;27;27;0
100mN65874E05384;19;19;0
100mN65874E05386;156;156;0
100mN65876E05388;26;26;0
100mN65866E05396;31;31;0
100mN65867E05397;37;37;0
100mN65867E05405;31;31;0
100mN65868E05404;7;7;0
100mN65865E05411;29;29;0
100mN65865E05413;33;33;0
100mN65861E05415;12;12;0
100mN65875E05398;327;327;0
100mN65862E05418;54;54;0
100mN65874E05402;15;15;0
100mN65875E05404;6;6;0
100mN65876E05403;12;12;0
100mN65863E05419;122;122;0
100mN65866E05414;111;111;0
100mN65876E05391;2;2;0
100mN65863E05420;1;1;0
100mN65859E05412;13;13;0
100mN65860E05410;13;13;0
100mN65866E05408;194;194;0
100mN65872E05401;19;19;0
100mN65874E05400;5;5;0
100mN65859E05416;1;1;0
100mN65859E05419;29;29;0
100mN65862E05426;13;13;0
100mN65874E05399;431;431;0
100mN65863E05407;27;27;0
100mN65864E05426;30;30;0
100mN65864E05427;14;14;0
100mN65865E05426;6;6;0
100mN65856E05393;195;195;0
100mN65860E05391;263;263;0
100mN65857E05402;180;180;0
100mN65859E05400;180;180;0
100mN65860E05404;20;20;0
100mN65855E05405;51;51;0
100mN65857E05405;33;33;0
100mN65852E05391;135;135;0
100mN65855E05392;2;2;0
100mN65854E05401;384;384;0
100mN65852E05405;2;2;0
100mN65838E05407;18;18;0
100mN65839E05407;26;26;0
100mN65838E05411;37;37;0
100mN65839E05410;40;40;0
100mN65838E05413;149;149;0
100mN65839E05412;14;14;0
100mN65838E05414;42;42;0
100mN65855E05459;19;19;0
100mN65856E05385;161;161;0
100mN65856E05378;7;7;0
100mN65856E05380;355;355;0
100mN65856E05389;320;320;0
100mN65858E05380;284;284;0
100mN65857E05390;263;263;0
100mN65857E05389;227;227;0
100mN65852E05410;160;160;0
100mN65861E05389;341;341;0
100mN65855E05385;282;282;0
100mN65846E05395;334;334;0
100mN65849E05394;144;144;0
100mN65850E05393;238;238;0
100mN65850E05392;171;171;0
100mN65851E05393;133;133;0
100mN65854E05390;115;115;0
100mN65897E05405;92;92;0
100mN65877E05406;75;75;0
100mN65882E05406;114;114;0
100mN65879E05412;81;81;0
100mN65878E05416;157;157;0
100mN65878E05418;106;106;0
100mN65876E05420;404;404;0
100mN65880E05421;95;95;0
100mN65883E05406;63;63;0
100mN65884E05413;83;83;0
100mN65886E05411;97;97;0
100mN65887E05413;92;92;0
100mN65881E05435;62;62;0
100mN65881E05436;281;281;0
100mN65881E05425;67;67;0
100mN65882E05417;67;67;0
100mN65879E05425;87;87;0
100mN65880E05427;265;265;0
100mN65883E05423;73;73;0
100mN65882E05425;141;141;0
100mN65883E05420;29;29;0
100mN65884E05421;43;43;0
100mN65878E05436;165;165;0
100mN65877E05425;3;3;0
100mN65879E05436;65;65;0
100mN65879E05423;3;3;0
100mN65879E05424;97;97;0
100mN65883E05428;219;184;35
100mN65877E05428;82;82;0
100mN65880E05434;279;279;0
100mN65880E05435;24;24;0
100mN65896E05402;53;53;0
100mN65878E05407;136;136;0
100mN65893E05401;145;145;0
100mN65898E05399;151;151;0
100mN65877E05412;9;9;0
100mN65873E05410;48;48;0
100mN65876E05411;24;24;0
100mN65876E05412;9;9;0
100mN65875E05419;166;166;0
100mN65867E05427;10;10;0
100mN65873E05426;112;112;0
100mN65874E05428;14;14;0
100mN65875E05425;16;16;0
100mN65881E05389;7;7;0
100mN65878E05394;38;38;0
100mN65877E05382;43;43;0
100mN65878E05381;22;22;0
100mN65879E05386;12;12;0
100mN65878E05390;12;12;0
100mN65879E05388;17;17;0
100mN65881E05385;2;2;0
100mN65880E05387;16;16;0
100mN65880E05388;4;4;0
100mN65879E05394;41;41;0
100mN65880E05396;146;146;0
100mN65877E05401;19;19;0
100mN65878E05402;228;228;0
100mN65895E05393;221;221;0
100mN65895E05397;206;206;0
100mN65896E05389;195;195;0
100mN65896E05393;144;144;0
100mN65881E05402;28;28;0
100mN65882E05402;131;131;0
100mN65897E05390;200;200;0
100mN65890E05405;68;68;0
100mN65881E05404;156;156;0
100mN65891E05403;137;137;0
100mN65896E05397;166;166;0
100mN65883E05392;2;2;0
100mN65883E05403;39;39;0
100mN65892E05403;67;67;0
100mN65892E05404;36;36;0
100mN65897E05393;134;134;0
100mN65892E05405;109;109;0
100mN65868E05409;12;12;0
100mN65868E05410;109;109;0
100mN65873E05413;215;215;0
100mN65873E05420;85;85;0
100mN65868E05412;22;22;0
100mN65867E05415;35;35;0
100mN65869E05407;44;44;0
100mN65869E05409;2;2;0
100mN65870E05409;18;18;0
100mN65877E05454;353;353;0
100mN65888E05437;114;114;0
100mN65889E05440;80;80;0
100mN65888E05464;617;617;0
100mN65891E05444;89;89;0
100mN65892E05441;45;45;0
100mN65892E05445;17;17;0
100mN65893E05444;33;33;0
100mN65895E05448;11;11;0
100mN65889E05453;1;1;0
100mN65889E05454;21;21;0
100mN65890E05458;9;9;0
100mN65890E05444;63;63;0
100mN65891E05465;504;504;0
100mN65890E05445;19;19;0
100mN65880E05451;171;171;0
100mN65886E05451;3;3;0
100mN65885E05442;8;8;0
100mN65886E05434;158;158;0
100mN65891E05407;82;82;0
100mN65893E05407;132;132;0
100mN65887E05423;87;87;0
100mN65891E05422;9;9;0
100mN65891E05426;63;63;0
100mN65890E05427;2;2;0
100mN65892E05428;2;2;0
100mN65889E05430;98;98;0
100mN65887E05433;206;206;0
100mN65890E05433;183;183;0
100mN65889E05434;286;286;0
100mN65857E05460;24;24;0
100mN65878E05449;68;68;0
100mN65890E05435;113;113;0
100mN65889E05436;110;110;0
100mN65858E05462;2;2;0
100mN65877E05451;50;50;0
100mN65894E05442;18;18;0
100mN65891E05435;137;137;0
100mN65871E05451;19;19;0
100mN65868E05474;2;2;0
100mN65879E05440;64;64;0
100mN65880E05440;95;95;0
100mN65881E05447;314;314;0
100mN65881E05442;43;43;0
100mN65895E05424;32;32;0
100mN65893E05435;7;7;0
100mN65894E05407;123;123;0
100mN65883E05436;240;240;0
100mN65896E05413;196;196;0
100mN65886E05430;31;31;0
100mN65888E05413;109;109;0
100mN65906E05386;57;57;0
100mN65900E05402;122;122;0
100mN65905E05392;247;247;0
100mN65910E05388;180;180;0
100mN65908E05391;119;119;0
100mN65907E05395;21;21;0
100mN65917E05379;3;3;0
100mN65917E05377;3;3;0
100mN65918E05382;60;60;0
100mN65908E05396;29;29;0
100mN65909E05385;153;153;0
100mN65910E05385;112;112;0
100mN65911E05384;86;86;0
100mN65899E05417;125;125;0
100mN65899E05394;189;189;0
100mN65909E05404;2;2;0
100mN65915E05395;21;21;0
100mN65917E05383;38;38;0
100mN65905E05385;4;4;0
100mN65905E05386;52;52;0
100mN65907E05389;117;117;0
100mN65901E05392;215;215;0
100mN65905E05390;195;195;0
100mN65902E05394;128;128;0
100mN65891E05474;219;219;0
100mN65892E05474;702;702;0
100mN65894E05469;299;299;0
100mN65897E05476;163;163;0
100mN65892E05476;720;720;0
100mN65893E05480;163;163;0
100mN65895E05493;193;193;0
100mN65895E05495;448;448;0
100mN65896E05479;621;621;0
100mN65898E05337;19;19;0
100mN65900E05336;8;8;0
100mN65906E05336;14;14;0
100mN65905E05384;75;75;0
100mN65894E05457;4;4;0
100mN65895E05458;3;3;0
100mN65897E05453;20;20;0
100mN65896E05457;6;6;0
100mN65889E05469;419;419;0
100mN65880E05464;4;4;0
100mN65893E05464;246;246;0
100mN65889E05470;50;50;0
100mN65890E05480;107;107;0
100mN65917E05495;31;31;0
100mN65940E05486;34;34;0
100mN65941E05485;12;12;0
100mN65954E05468;17;17;0
100mN65950E05490;14;14;0
100mN65951E05488;8;8;0
100mN65952E05489;12;12;0
100mN65951E05491;4;4;0
100mN65946E05493;8;8;0
100mN65948E05496;8;8;0
100mN65954E05479;15;15;0
100mN65955E05480;23;23;0
100mN65921E05469;1;1;0
100mN65921E05475;4;4;0
100mN65944E05481;18;18;0
100mN65949E05475;37;37;0
100mN65950E05472;8;8;0
100mN65949E05499;7;7;0
100mN65951E05497;4;4;0
100mN65953E05469;22;22;0
100mN65953E05472;18;18;0
100mN65954E05469;18;18;0
100mN65955E05483;5;5;0
100mN65952E05492;13;13;0
100mN65953E05493;9;9;0
100mN65911E05496;13;13;0
100mN65928E05476;6;6;0
100mN65929E05477;19;19;0
100mN65949E05478;22;22;0
100mN65912E05496;21;21;0
100mN65912E05498;27;27;0
100mN65913E05496;26;26;0
100mN65913E05497;18;18;0
100mN65921E05496;28;28;0
100mN65934E05477;5;5;0
100mN65948E05483;2;2;0
100mN65949E05482;11;11;0
100mN65956E05474;27;27;0
100mN65912E05499;32;32;0
100mN65915E05485;10;10;0
100mN65914E05490;9;9;0
100mN65937E05477;8;8;0
100mN65936E05480;13;13;0
100mN65937E05478;5;5;0
100mN65937E05482;16;16;0
100mN65936E05483;12;12;0
100mN65939E05481;5;5;0
100mN65950E05483;29;29;0
100mN65944E05491;3;3;0
100mN65946E05491;12;12;0
100mN65946E05490;2;2;0
100mN65953E05476;7;7;0
100mN65916E05494;32;32;0
100mN65944E05482;6;6;0
100mN65934E05501;2;2;0
100mN65933E05499;3;3;0
100mN65934E05499;9;9;0
100mN65938E05485;21;21;0
100mN65939E05485;21;21;0
100mN65944E05494;20;20;0
100mN65944E05495;13;13;0
100mN65944E05493;10;10;0
100mN65946E05494;3;3;0
100mN65944E05499;7;7;0
100mN65945E05496;4;4;0
100mN65946E05496;5;5;0
100mN65900E05421;64;64;0
100mN65905E05483;329;329;0
100mN65906E05481;443;443;0
100mN65900E05414;112;112;0
100mN65901E05416;55;55;0
100mN65902E05456;1;1;0
100mN65901E05464;5;5;0
100mN65910E05462;3;3;0
100mN65900E05492;94;94;0
100mN65898E05492;114;114;0
100mN65899E05493;727;727;0
100mN65899E05494;515;515;0
100mN65908E05498;480;480;0
100mN65910E05472;29;29;0
100mN65911E05470;23;23;0
100mN65910E05473;8;8;0
100mN65904E05484;572;572;0
100mN65913E05470;30;30;0
100mN65911E05482;19;19;0
100mN65905E05496;168;168;0
100mN65913E05483;9;9;0
100mN65916E05481;11;11;0
100mN65914E05484;20;20;0
100mN65914E05485;28;28;0
100mN65908E05487;71;71;0
100mN65912E05491;3;3;0
100mN65914E05488;2;2;0
100mN65906E05490;590;590;0
100mN65909E05488;206;206;0
100mN65909E05497;602;602;0
100mN65912E05464;12;12;0
100mN65914E05462;5;5;0
100mN65901E05478;57;57;0
100mN65903E05480;821;821;0
100mN65904E05482;132;132;0
100mN65903E05483;548;548;0
100mN65806E06945;63;63;0
100mN65803E06945;7;7;0
100mN65808E06944;42;42;0
100mN65809E06946;61;61;0
100mN65810E06950;103;103;0
100mN65811E06951;3;3;0
100mN65812E06934;3;3;0
100mN65786E06984;3;3;0
100mN65787E06984;2;2;0
100mN65800E06959;1;1;0
100mN65800E06957;3;3;0
100mN65885E05348;14;0;14
100mN65798E06966;12;12;0
100mN65800E06962;7;7;0
100mN65947E05501;7;7;0
100mN65949E05503;2;2;0
100mN65898E05511;166;166;0
100mN65897E05519;4;4;0
100mN65895E05504;108;108;0
100mN65899E05502;103;103;0
100mN65920E05502;4;4;0
100mN65923E05502;11;11;0
100mN65927E05512;8;8;0
100mN65931E05500;35;35;0
100mN65904E05505;175;175;0
100mN65937E05501;5;5;0
100mN65906E05515;7;7;0
100mN65915E05501;25;25;0
100mN65916E05511;5;5;0
100mN65893E05508;26;26;0
100mN65823E06874;37;37;0
100mN65826E06868;4;4;0
100mN65889E06852;37;37;0
100mN65889E06851;3;3;0
100mN65887E06856;2;2;0
100mN65889E06861;65;65;0
100mN65890E06862;137;137;0
100mN65892E06860;38;38;0
100mN65858E06835;1;1;0
100mN65862E06849;2;2;0
100mN65864E06850;9;9;0
100mN65869E06848;3;3;0
100mN65870E06851;7;7;0
100mN65871E06850;24;24;0
100mN65821E06857;11;11;0
100mN65820E06869;12;12;0
100mN65821E06870;18;18;0
100mN65872E06849;6;6;0
100mN65870E06866;3;3;0
100mN65871E06859;1;1;0
100mN65823E06869;48;48;0
100mN65883E06855;39;39;0
100mN65883E06856;18;18;0
100mN65824E06868;16;16;0
100mN65885E06855;3;3;0
100mN65891E06867;80;80;0
100mN65885E06902;15;15;0
100mN65887E06903;4;4;0
100mN65887E06900;3;3;0
100mN65891E06899;26;26;0
100mN65892E06901;4;4;0
100mN65894E06896;3;3;0
100mN65895E06895;1;1;0
100mN65897E06899;12;12;0
100mN65904E06873;13;13;0
100mN65909E06871;4;4;0
100mN65899E06864;180;180;0
100mN65899E06870;46;46;0
100mN65900E06864;122;122;0
100mN65900E06868;145;145;0
100mN65901E06863;310;310;0
100mN65901E06868;378;378;0
100mN65901E06873;149;149;0
100mN65828E06943;228;228;0
100mN65831E06939;3;3;0
100mN65894E06864;82;82;0
100mN65893E06866;26;26;0
100mN65893E06865;87;87;0
100mN65825E06875;38;38;0
100mN65895E06866;68;68;0
100mN65830E06876;3;3;0
100mN65814E06941;120;120;0
100mN65814E06942;26;26;0
100mN65813E06952;105;105;0
100mN65817E06945;370;370;0
100mN65818E06947;302;302;0
100mN65818E06948;171;171;0
100mN65819E06944;124;124;0
100mN65821E06941;199;199;0
100mN65892E06868;157;157;0
100mN65893E06871;67;67;0
100mN65824E06929;8;8;0
100mN65824E06930;10;10;0
100mN65890E06872;474;474;0
100mN65895E06868;81;81;0
100mN65892E06871;174;174;0
100mN65895E06862;125;125;0
100mN65895E07372;184;184;0
100mN65878E07377;19;19;0
100mN65879E07375;12;12;0
100mN65885E07377;122;122;0
100mN65886E07377;327;327;0
100mN65883E07385;94;94;0
