"Üksuse kood";"Üksus";"Väärtus";
"4195";"Leevi küla";"89";
"4490";"Lompka küla";"35";
"4493";"Londi küla";"100";
"5531";"Nõnova küla";"0";
"5605";"Oe küla";"0";
"5658";"Olehkova küla";"0";
"5660";"Oleski küla";"0";
"6305";"Podmotsa küla";"0";
"6313";"Poksa küla";"0";
"6319";"Polovina küla";"100";
"6326";"Popovitsa küla";"0";
"6345";"Praakmani küla";"0";
"6386";"Pugõstu küla";"0";
"6388";"Pugritsa küla";"51";
"7102";"Ruhingu küla";"79";
"7105";"Ruhnu küla";"0";
"7113";"Rulli küla";"100";
"7119";"Rummi küla";"0";
"7128";"Rusima küla";"40";
"7148";"Ruuna küla";"89";
"7151";"Ruusa küla";"100";
"7152";"Ruutsi küla";"100";
"7168";"Rõuge-Matsi küla";"0";
"7170";"Rõsna küla";"54";
"7173";"Rõssa küla";"100";
"7714";"Soome küla";"0";
"7730";"Soontaga küla";"0";
"7738";"Sooru küla";"97";
"7787";"Sulbi küla";"96";
"7801";"Supa küla";"100";
"7820";"Sutte küla";"65";
"7843";"Suuremetsa küla";"75";
"7855";"Suurküla";"67";
"7887";"Sõmerpalu alevik";"100";
"7888";"Sõmerpalu küla";"69";
"7897";"Sõreste küla";"24";
"8011";"Taberlaane küla";"52";
"8014";"Tabina küla";"100";
"8040";"Tagaküla";"73";
"8064";"Tagula küla";"90";
"8081";"Tallikeste küla";"0";
"8082";"Talka küla";"0";
"8083";"Tali küla";"81";
"8086";"Tallima küla";"0";
"8620";"Udsali küla";"0";
"8634";"Uhtjärve küla";"32";
"8644";"Uibujärve küla";"74";
"8648";"Ulaskova küla";"0";
"8657";"Ulitina küla";"72";
"8669";"Umbsaare küla";"68";
"8696";"Uniküla";"0";
"8714";"Uralaane küla";"44";
"8724";"Urissaare küla";"81";
"8733";"Urvaste küla";"0";
"8737";"Usinitsa küla";"84";
"8738";"Utessuu küla";"0";
"8744";"Hutita küla";"100";
"8757";"Uue-Antsla küla";"86";
"8762";"Uue-Saaluse küla";"0";
"9066";"Varbuse küla";"0";
"9072";"Vardja küla";"44";
"9074";"Varese küla";"44";
"9080";"Vareste küla";"62";
"9112";"Vasla küla";"0";
"9133";"Vastseliina alevik";"99";
"9151";"Vedernika küla";"31";
"9166";"Veelikse küla";"86";
"9175";"Väike-Veerksu küla";"9";
"9194";"Velna küla";"0";
"9208";"Veretinä küla";"100";
"9216";"Verhulitsa küla";"100";
"9218";"Verijärve küla";"100";
"9223";"Veriora alevik";"100";
"9224";"Verioramõisa küla";"78";
"9252";"Vidrike küla";"26";
"9294";"Viira küla";"0";
"9297";"Viisireiu küla";"77";
"0387";"Lasnamäe linnaosa";"99";
"0446";"Maardu linn";"87";
"0482";"Mustamäe linnaosa";"98";
"1004";"Aa küla";"64";
"1010";"Aadami küla";"51";
"1013";"Aadma küla";"100";
"1016";"Aakaru küla";"76";
"1017";"Aamse küla";"0";
"1018";"Aakre küla";"74";
"1021";"Aandu küla";"100";
"1022";"Aardlapalu küla";"100";
"1024";"Aardla küla";"87";
"1025";"Aarla küla";"0";
"1027";"Aarna küla";"69";
"1030";"Aasa küla";"0";
"1032";"Aaspere küla";"90";
"1035";"Aasu küla";"71";
"1037";"Aasukalda küla";"21";
"1042";"Aasuvälja küla";"53";
"1043";"Aasuvälja küla";"100";
"1046";"Aavere küla";"0";
"1047";"Aavere küla";"0";
"1048";"Aavere küla";"0";
"1050";"Aaviku küla";"0";
"1052";"Aaviku küla";"100";
"1055";"Abaja küla";"98";
"1058";"Abissaare küla";"54";
"1060";"Abja-Paluoja linn";"100";
"1061";"Abjaku küla";"88";
"1069";"Aburi küla";"83";
"1076";"Adavere alevik";"100";
"1079";"Adila küla";"0";
"1081";"Adiste küla";"49";
"1084";"Adra küla";"14";
"1087";"Adraku küla";"11";
"1088";"Aegviidu alev";"79";
"1089";"Aela küla";"0";
"1091";"Aesoo küla";"71";
"1094";"Aespa alevik";"98";
"1097";"Agali küla";"79";
"1100";"Ageri küla";"0";
"1103";"Agusalu küla";"0";
"1107";"Ahaste küla";"94";
"1110";"Ahekõnnu küla";"36";
"1111";"Ahitsa küla";"0";
"1113";"Ahisilla küla";"79";
"1116";"Ahja alevik";"98";
"1119";"Suure-Ahli küla";"93";
"1122";"Ahula küla";"92";
"1125";"Ahunapalu küla";"5";
"1129";"Aiamaa küla";"43";
"1131";"Aiaste küla";"0";
"1132";"Aidu küla";"0";
"1133";"Aidu-Nõmme küla";"0";
"1134";"Haidaku küla";"48";
"1137";"Aidu küla";"100";
"1138";"Aidu küla";"85";
"1139";"Aidu-Liiva küla";"0";
"1140";"Aidu-Sooküla";"75";
"1141";"Aila küla";"31";
"1144";"Aimla küla";"0";
"1147";"Aindu küla";"97";
"1149";"Ainja küla";"52";
"1152";"Aitsra küla";"0";
"1156";"Akste küla";"41";
"1157";"Ala küla";"26";
"1160";"Ala küla";"88";
"1162";"Ala-Tilga küla";"0";
"1163";"Alakülä küla";"51";
"1165";"Alajõe küla";"0";
"1166";"Alajõe küla";"46";
"1167";"Alaküla";"22";
"1168";"Alaküla";"100";
"1169";"Alaküla";"3";
"1170";"Ala-Tsumba küla";"100";
"1171";"Alamõisa küla";"9";
"1172";"Alapõdra küla";"64";
"1174";"Alansi küla";"97";
"1176";"Alasoo küla";"100";
"1900";"Hullo küla";"0";
"1903";"Humala küla";"64";
"1905";"Hummuli alevik";"100";
"1908";"Hundinurga küla";"0";
"1914";"Hurmi küla";"3";
"1917";"Husari küla";"0";
"1920";"Huuksi küla";"91";
"1921";"Hõbeda küla";"0";
"1924";"Hõbeda küla";"46";
"1926";"Hõbemäe küla";"42";
"1929";"Hõbesalu küla";"10";
"1931";"Hõreda küla";"3";
"1936";"Hälvati küla";"64";
"1939";"Hämmelepa küla";"100";
"1942";"Hänike küla";"55";
"1944";"Härgla küla";"0";
"1947";"Härjadi küla";"100";
"1950";"Härjanurme küla";"54";
"1951";"Härjanurme küla";"0";
"1953";"Härmä küla";"0";
"1954";"Härma küla";"90";
"1957";"Häädemeeste alevik";"100";
"1960";"Häätaru küla";"0";
"1961";"Härmakosu küla";"0";
"1964";"Höbringi küla / Höbring";"0";
"1975";"Hüüru küla";"97";
"1980";"Ibaste küla";"88";
"1986";"Idavere küla";"44";
"1990";"Igaküla";"0";
"1993";"Igavere küla";"100";
"1994";"Igavere küla";"41";
"1997";"Igevere küla";"43";
"1998";"Ignasõ küla";"0";
"2543";"Kaisa küla";"0";
"2545";"Kaisma küla";"72";
"2550";"Kaitsemõisa küla";"100";
"2551";"Kaku küla";"0";
"2552";"Kajamaa küla";"53";
"2553";"Kaiu alevik";"100";
"2554";"Kaku küla";"0";
"2555";"Kakumäe küla";"100";
"2556";"Kakumetsa küla";"69";
"2557";"Kakuna küla";"0";
"2559";"Kakusuu küla";"100";
"2562";"Kalana küla";"82";
"2565";"Kalatsova küla";"100";
"2567";"Kalbu küla";"48";
"2569";"Kalda küla";"0";
"2570";"Kalbuse küla";"18";
"2572";"Kalda küla";"96";
"2575";"Kalesi küla";"20";
"2578";"Kalgi küla";"100";
"2580";"Kalevi küla";"59";
"2582";"Kaliküla";"90";
"2586";"Kalina küla";"6";
"2588";"Kalita küla";"66";
"2591";"Kalitsa küla";"0";
"2593";"Kalju küla";"0";
"2594";"Kalju küla";"16";
"2596";"Kallaste linn";"100";
"2597";"Kallaste küla";"0";
"2603";"Kallemäe küla";"100";
"2605";"Kalli küla";"31";
"2606";"Kalli küla";"98";
"2611";"Kallivere küla";"0";
"2614";"Kallukse küla";"100";
"2616";"Kalmaküla";"100";
"2619";"Kalmaru küla";"77";
"2620";"Kalma küla";"100";
"2621";"Kalme küla";"37";
"2622";"Kalme küla";"83";
"2623";"Kalme küla";"1";
"2625";"Kaloga küla";"100";
"2628";"Kalvre küla";"23";
"2631";"Kamali küla";"3";
"2634";"Kamara küla";"100";
"2635";"Kamariku küla";"0";
"2636";"Kamari alevik";"100";
"2639";"Kamarna küla";"0";
"2641";"Kambja alevik";"95";
"2644";"Kammeri küla";"0";
"2646";"Kamnitsa küla";"0";
"2648";"Kanaküla";"32";
"2650";"Kanapeeksi küla";"0";
"2651";"Kanamardi küla";"0";
"2652";"Saue küla";"64";
"2654";"Kanassaare küla";"61";
"2657";"Kanavere küla";"60";
"2659";"Kandiküla";"100";
"2688";"Kantküla";"100";
"2689";"Kantküla";"0";
"3100";"Kingu küla";"15";
"3103";"Kipastu küla";"0";
"3109";"Kiraste küla";"0";
"3111";"Kiratsi küla";"0";
"3113";"Kirbla küla";"92";
"3116";"Kirbu küla";"100";
"3118";"Kirderanna küla";"100";
"3119";"Kirdalu küla";"86";
"3120";"Kirikla küla";"6";
"3121";"Kirepi küla";"78";
"3124";"Kirikuküla";"25";
"3125";"Kirikuküla";"0";
"3127";"Kirikumõisa küla";"31";
"3131";"Kirila küla";"0";
"3132";"Kirikuvalla küla";"6";
"3135";"Kirimäe küla";"0";
"3137";"Kirisaare küla";"100";
"3138";"Kiritu küla";"100";
"3140";"Kirivalla küla";"96";
"3142";"Kirivere küla";"88";
"3145";"Kirmsi küla";"87";
"3146";"Kirna küla";"8";
"3147";"Kirna küla";"0";
"3148";"Kirna küla";"94";
"3151";"Kirtsi küla";"0";
"3153";"Kirumpää küla";"100";
"3156";"Kiruvere küla";"0";
"3159";"Kiska küla";"0";
"3161";"Kisuvere küla";"100";
"3162";"Kitsemetsa küla";"0";
"3164";"Kitsõ küla";"100";
"3167";"Kitseküla";"100";
"3170";"Kiuma küla";"8";
"3171";"Kiviküla";"16";
"3175";"Kivi-Vigala küla";"100";
"3178";"Kivijärve küla";"75";
"3180";"Kiviküla";"33";
"3183";"Kiviloo küla";"0";
"3185";"Kivilõppe küla";"0";
"3188";"Kivimäe küla";"87";
"3190";"Kivinõmme küla";"0";
"3194";"Kiviõli linn";"95";
"3195";"Kivitammi küla";"73";
"3196";"Kleemu küla";"0";
"3197";"Klistina küla";"100";
"3199";"Kliima küla";"100";
"3900";"Kärevere küla";"0";
"3901";"Kärevere küla";"70";
"3903";"Kärgula küla";"91";
"3908";"Käriselja küla";"0";
"3973";"Külaaseme küla";"3";
"3993";"Külmaallika küla";"0";
"3994";"Küti küla";"59";
"3997";"Kütke küla";"28";
"4302";"Lestima küla";"35";
"4308";"Levala küla";"0";
"4309";"Levala küla";"95";
"4310";"Levala küla";"100";
"4311";"Levalõpme küla";"24";
"4314";"Levi küla";"79";
"4318";"Väljataguse küla";"73";
"4319";"Ligema küla";"100";
"4320";"Libatse küla";"97";
"4326";"Lihtensteini küla";"21";
"4330";"Lihula linn";"99";
"4331";"Lihulõpe küla";"0";
"4334";"Liiapeksi küla";"84";
"4335";"Liigalaskma küla";"0";
"4337";"Liiguste küla";"0";
"4339";"Liigvalla küla";"0";
"4342";"Liikatku küla";"29";
"4344";"Liikva küla";"84";
"4347";"Liimala küla";"93";
"4348";"Liinamäe küla";"50";
"4349";"Liispõllu küla";"0";
"4350";"Liivaküla";"100";
"4351";"Liivaküla";"100";
"4352";"Liiva küla";"38";
"4353";"Liiva küla";"100";
"4354";"Liiva küla";"78";
"4356";"Liivaküla";"4";
"4357";"Liiva küla";"61";
"4358";"Liivakupalu küla";"0";
"4359";"Liivamäe küla";"100";
"4361";"Liivi küla";"79";
"4363";"Liiva küla";"84";
"4364";"Liivoja küla";"26";
"4366";"Liiva-Putla küla";"0";
"4367";"Lilastvere küla";"0";
"4369";"Lilli küla";"0";
"4370";"Lilli küla";"82";
"4371";"Lilbi küla";"0";
"4373";"Lilli-Anne küla";"85";
"4374";"Liivakünka küla";"0";
"4375";"Lilu küla";"0";
"4378";"Limu küla";"7";
"4379";"Linaleo küla";"0";
"4381";"Linaküla";"0";
"4384";"Lindi küla";"100";
"4386";"Lindora küla";"83";
"4387";"Lindsi küla";"0";
"4389";"Linna küla";"100";
"4390";"Linna küla";"96";
"4392";"Linnaaluste küla";"7";
"4395";"Linnaka küla";"0";
"4397";"Linnakse küla";"38";
"4400";"Linnamäe küla";"99";
"4401";"Linnamäe küla";"81";
"4402";"Linnumäe küla";"100";
"4403";"Linnape küla";"0";
"4406";"Linnuse küla";"28";
"4407";"Linnuse küla";"59";
"4410";"Linte küla";"98";
"4413";"Lipa küla";"74";
"4416";"Lipametsa küla";"0";
"4418";"Lipniku küla";"100";
"4419";"Lipu küla";"0";
"4421";"Lipstu küla";"0";
"4424";"Listaku küla";"0";
"4425";"Litvina küla";"100";
"4426";"Litu küla";"0";
"4427";"Litsmetsa küla";"65";
"4428";"Liusvere küla";"36";
"4429";"Liustemäe küla";"100";
"4430";"Liu küla";"100";
"4433";"Liva küla";"79";
"4434";"Lobotka küla";"91";
"4440";"Lodja küla";"60";
"4443";"Loe küla";"0";
"4479";"Lokuta küla";"50";
"5400";"Nehatu küla";"100";
"5401";"Nenu küla";"0";
"5402";"Neitla küla";"0";
"5403";"Nepste küla";"89";
"5407";"Nigula küla";"98";
"5408";"Nigula küla";"64";
"5411";"Niguli küla";"0";
"5412";"Niidiküla";"100";
"5413";"Nihka küla";"0";
"5414";"Nihatu küla";"0";
"5415";"Niibi küla";"0";
"5417";"Niidu küla";"1";
"5419";"Niinja küla";"0";
"5422";"Niitsiku küla";"96";
"5423";"Nilbõ küla";"34";
"5424";"Niitvälja küla";"63";
"5427";"Nina küla";"82";
"5430";"Ninasi küla";"96";
"5434";"Nogu küla";"0";
"5437";"Nohipalo küla";"0";
"5440";"Noodasküla";"30";
"5445";"Nooritsmetsa küla";"0";
"5447";"Noorma küla";"95";
"5450";"Nooska küla";"0";
"5453";"Norrby küla";"0";
"5455";"Norra küla";"0";
"5456";"Nugeri küla";"29";
"5459";"Nulga küla";"73";
"5462";"Nurga küla";"91";
"5464";"Nurme küla";"60";
"5465";"Nurkse küla";"0";
"5466";"Nurme küla";"95";
"5467";"Nurme küla";"0";
"5468";"Nurme küla";"82";
"5469";"Nurme küla";"0";
"5470";"Seli-Nurme küla";"0";
"5471";"Nurmetu küla";"10";
"5472";"Nurme küla";"0";
"5473";"Nurmsi küla";"91";
"5474";"Nurmsi küla";"75";
"5475";"Nurme küla";"0";
"5477";"Nursi küla";"85";
"5478";"Nurme küla";"100";
"5482";"Nurtu-Nõlva küla";"56";
"5485";"Nutu küla";"0";
"5488";"Nuutre küla";"90";
"5492";"Nõela küla";"93";
"5495";"Nõgiaru küla";"72";
"5498";"Nõlva küla";"0";
"5522";"Nõmmküla";"0";
"5523";"Väike-Nõmmküla / Persåker";"0";
"5526";"Nõmme küla";"0";
"5527";"Nõmme küla";"0";
"5529";"Nõmmküla";"0";
"5534";"Nõo alevik";"100";
"5537";"Nõrava küla";"92";
"5540";"Nõuni küla";"86";
"5543";"Nõva küla";"0";
"5544";"Nõva küla";"67";
"5548";"Näduvere küla";"28";
"5551";"Näo küla";"15";
"5554";"Näpi alevik";"0";
"5557";"Närapää küla";"72";
"5560";"Nässuma küla";"20";
"5561";"Nääri küla";"0";
"5562";"Näsuvere küla";"0";
"5563";"Nätsi küla";"100";
"5567";"Nüpli küla";"78";
"5569";"Nüri küla";"13";
"5574";"Oandu küla";"0";
"5578";"Oara küla";"78";
"5582";"Obinitsa küla";"100";
"5585";"Obja küla";"0";
"5588";"Oblu küla";"65";
"5595";"Odiste küla";"0";
"5598";"Odivere küla";"41";
"6502";"Põhjaka küla";"72";
"6503";"Põikma küla";"0";
"6505";"Põikva küla";"0";
"6507";"Põima küla";"0";
"6510";"Põlde küla";"74";
"6513";"Põldeotsa küla";"100";
"6515";"Põldmaa küla";"100";
"6518";"Põlendmaa küla";"0";
"6520";"Põlgaste küla";"88";
"6523";"Põlli küla";"84";
"6526";"Põlliku küla";"0";
"6528";"Põllküla";"62";
"6530";"Põllu küla";"15";
"6533";"Põlma küla";"82";
"6534";"Põlluküla";"0";
"6535";"Põlula küla";"53";
"6536";"Põlva linn";"21";
"6537";"Põltsamaa linn";"100";
"6541";"Põrga küla";"0";
"6542";"Põripõllu küla";"5";
"6544";"Põrgu küla";"36";
"6546";"Põrsaku küla";"2";
"6549";"Põru küla";"52";
"6552";"Põvvatu küla";"98";
"6556";"Pädaste küla";"0";
"6559";"Päelda küla";"0";
"6567";"Päide küla";"65";
"6570";"Päidla küla";"5";
"6572";"Päidre küla";"0";
"6575";"Päigiste küla";"65";
"6577";"Päiksi küla";"56";
"6580";"Päinurme küla";"82";
"6582";"Päite küla";"76";
"6583";"Pällastvere küla";"0";
"6584";"Päkste küla";"99";
"6585";"Päka küla";"100";
"6586";"Pälli küla";"85";
"6588";"Pällu küla";"98";
"6589";"Pällu küla";"23";
"6595";"Päraküla";"0";
"6596";"Päraküla";"91";
"6598";"Pärase küla";"53";
"6599";"Päri küla";"61";
"6623";"Pärsikivi küla";"100";
"6624";"Päädeva küla";"0";
"6625";"Pässä küla";"100";
"6626";"Pärsti küla";"97";
"6627";"Pätsavere küla";"100";
"6629";"Päärdu küla";"93";
"6631";"Pääsna küla";"0";
"6633";"Pääväkese küla";"40";
"6635";"Pöide küla";"88";
"6636";"Pöide-Keskvere küla";"60";
"6638";"Põitse küla";"0";
"6641";"Pöögle küla";"99";
"6643";"Pööra küla";"0";
"6646";"Pööravere küla";"68";
"6648";"Pööritsa küla";"91";
"6652";"Püha küla";"45";
"6653";"Püha küla";"94";
"6654";"Püha-Kõnnu küla";"0";
"6656";"Pühajõe küla";"51";
"6659";"Pühajärve küla";"49";
"6660";"Pühalepa-Harju küla";"92";
"6661";"Pühalepa küla";"71";
"6662";"Pühatu küla";"100";
"6663";"Pühaste küla";"0";
"6666";"Pühi küla";"94";
"6669";"Pürksi küla / Birkas";"0";
"6670";"Püssä küla";"0";
"6671";"Püssi linn";"100";
"6673";"Raadi küla";"0";
"6677";"Raadama küla";"91";
"6679";"Raadivere küla";"3";
"6682";"Raadna küla";"38";
"6684";"Raaduvere küla";"7";
"6689";"Raamatu küla";"0";
"6692";"Raanitsa küla";"80";
"6694";"Raasiku alevik";"77";
"6697";"Raassilla küla";"44";
"6699";"Raatvere küla";"64";
"7600";"Simmuli küla";"0";
"7601";"Simiste küla";"0";
"7603";"Simuna alevik";"100";
"7606";"Sinalepa küla";"0";
"7607";"Sindi linn";"65";
"7611";"Sinialliku küla";"100";
"7614";"Siniküla";"0";
"7619";"Sinimäe alevik";"100";
"7622";"Sipa küla";"92";
"7624";"Sipe küla";"62";
"7627";"Sipelga küla";"9";
"7630";"Sirevere küla";"100";
"7631";"Sirgala küla";"100";
"7632";"Sirgu küla";"88";
"7635";"Sirgumetsa küla";"55";
"7637";"Sirguvere küla";"0";
"7640";"Sirtsi küla";"0";
"7642";"Sirvaku küla";"64";
"7645";"Sirvaste küla";"53";
"7649";"Smolnitsa küla";"0";
"7650";"Soekõrdsi küla";"0";
"7652";"Soe küla";"0";
"7653";"Soe küla";"97";
"7654";"Soe küla";"100";
"7655";"Soeküla";"100";
"7657";"Soena küla";"0";
"7658";"Soela küla";"0";
"7660";"Soesaare küla";"35";
"7661";"Sohlu küla";"66";
"7663";"Soeva küla";"82";
"7666";"Soinaste küla";"6";
"7668";"Soitsjärve küla";"38";
"7671";"Sojamaa küla";"91";
"7677";"Sompa küla";"18";
"7680";"Sonda alevik";"100";
"7681";"Sooaluste küla";"0";
"7682";"Soo-otsa küla";"100";
"7683";"Sonni küla";"82";
"7684";"Sooaluse küla";"50";
"7688";"Soodevahe küla";"20";
"7691";"Soodi küla";"100";
"7693";"Soodla küla";"77";
"7696";"Soodoma küla";"88";
"7698";"Soohara küla";"69";
"7699";"Sookalda küla";"0";
"7701";"Sookaera küla";"86";
"7702";"Sookatse küla";"0";
"7703";"Sookalduse küla";"66";
"7704";"Sookaera-Metsanurga küla";"6";
"7706";"Sooküla";"60";
"7707";"Sooküla";"0";
"7709";"Soolu küla";"0";
"7756";"Sortsi küla";"0";
"8767";"Uuemaa küla";"0";
"8768";"Uuemõisa küla";"100";
"8769";"Uuemõisa alevik";"0";
"8770";"Uuemõisa küla";"0";
"8771";"Uuemõisa küla";"100";
"8772";"Uuevälja küla";"86";
"8773";"Uueveski küla";"33";
"8774";"Uuesalu küla";"0";
"8776";"Uugla küla";"62";
"8779";"Uulu küla";"100";
"8785";"Uusküla";"0";
"8786";"Uusküla";"0";
"8788";"Uusküla";"0";
"8790";"Uusna küla";"99";
"8793";"Uusvada küla";"97";
"8796";"Uuta küla";"0";
"8801";"Vaabina küla";"76";
"8803";"Vaali küla";"0";
"8806";"Vaalu küla";"71";
"8808";"Vaardi küla";"90";
"8811";"Vaarkali küla";"0";
"8813";"Vaartsi küla";"0";
"8816";"Vabamatsi küla";"8";
"8819";"Vadi küla";"0";
"8820";"Vadiküla";"0";
"8822";"Vaeküla";"91";
"8824";"Vaela küla";"100";
"8827";"Vaemla küla";"92";
"8830";"Vagivere küla";"100";
"8833";"Vagula küla";"95";
"8834";"Vaguja küla";"21";
"8836";"Vahakulmu küla";"93";
"8838";"Vahakõnnu küla";"83";
"8839";"Vahastu küla";"93";
"8842";"Vahastu küla";"0";
"8843";"Vahenurme küla";"99";
"8846";"Vahessaare küla";"85";
"8847";"Vahetüki küla";"80";
"8848";"Vahi küla";"93";
"8849";"Vahi küla";"0";
"8850";"Vahi alevik";"23";
"8851";"Vahtraste küla";"0";
"8853";"Vahtrepa küla";"0";
"8855";"Vana-Vastseliina küla";"95";
"8858";"Vahuküla";"8";
"8861";"Vaiatu küla";"93";
"8862";"Vaiatu küla";"20";
"8864";"Vaibla küla";"74";
"8867";"Vaida alevik";"100";
"8869";"Vaidasoo küla";"95";
"8872";"Vaidavere küla";"0";
"8874";"Vaikla küla";"0";
"8877";"Vaila küla";"59";
"8879";"Vaimastvere küla";"78";
"8882";"Vaimõisa küla";"0";
"8884";"Vainu küla";"0";
"8885";"Vainu küla";"100";
"8890";"Vaisi küla";"0";
"8893";"Vaiste küla";"100";
"8895";"Vaivara küla";"97";
"8898";"Vaivere küla";"68";
"9004";"Vana-Saaluse küla";"0";
"9005";"Vana-Sonda küla";"100";
"9007";"Vana-Vigala küla";"99";
"9009";"Vana-Vinni küla";"88";
"9010";"Vanaküla";"81";
"9011";"Vanaküla / Gambyn";"0";
"9012";"Vana-Võidu küla";"98";
"9017";"Vanaküla";"0";
"9018";"Vanalõve küla";"0";
"9021";"Vanamõisa küla";"0";
"9022";"Vanamõisa küla";"84";
"9023";"Vanamõisa küla";"48";
"9024";"Vanamõisa küla";"0";
"9025";"Vanamõisa küla";"0";
"9026";"Vanamõisa küla";"12";
"9027";"Vanamõisa küla";"41";
"9029";"Vanassaare küla";"3";
"9031";"Vanaussaia küla";"98";
"9032";"Vanamõisa küla";"0";
"9033";"Vanamõisa küla";"0";
"9034";"Vanausse küla";"41";
"9035";"Vanamõisa küla";"100";
"9036";"Vanaveski küla";"0";
"9037";"Vanavälja küla";"90";
"9039";"Vanavälja küla";"33";
"9041";"Vandjala küla";"51";
"9043";"Vandu küla";"0";
"9046";"Vankse küla";"25";
"9047";"Vao küla";"84";
"9048";"Vao küla";"1";
"9049";"Vansi küla";"38";
"9050";"Vaopere küla";"0";
"9053";"Vara küla";"79";
"9056";"Varangu küla";"0";
"9058";"Varbevere küla";"0";
"8990";"Vana-Lahetaguse küla";"0";
"9014";"Vanaküla";"0";
"9030";"Vanamõisa küla";"0";
"9129";"Vastsekivi küla";"0";
"9131";"Vastse-Roosa küla";"0";
"9139";"Vatku küla";"0";
"9158";"Vedruka küla";"0";
"9173";"Veeremäe küla";"0";
"9095";"Varstu alevik";"92";
"9310";"Viitka küla";"92";
"9383";"Virita küla";"92";
"2014";"Iide küla";"91";
"4546";"Luidja küla";"91";
"7039";"Rohuneeme küla";"91";
"4471";"Loksa küla";"90";
"4679";"Lümanda küla";"90";
"9019";"Vanamõisa küla";"90";
"5149";"Mõniste küla";"89";
"5190";"Mäebe küla";"88";
"3299";"Koimla küla";"87";
"4024";"Laanemetsa küla";"87";
"7530";"Selja küla";"87";
"2609";"Kalliküla";"86";
"3781";"Kõpu küla";"86";
"6370";"Pringi küla";"86";
"6538";"Põnni küla";"86";
"7498";"Saviranna küla";"86";
"3991";"Kündja küla";"85";
"1426";"Asuküla";"84";
"2715";"Karepa küla";"84";
"2857";"Kaubi küla";"83";
"5272";"Mänspe küla";"0";
"5283";"Märdi küla";"0";
"5305";"Möldre küla";"0";
"5323";"Naapka küla";"0";
"5364";"Natturi küla";"0";
"5388";"Neeme küla";"0";
"5442";"Noonu küla";"0";
"5533";"Nõmmeveski küla";"0";
"5575";"Oandu küla";"0";
"5592";"Odalätsi küla";"0";
"5621";"Ohessaare küla";"0";
"5623";"Ohtja küla";"0";
"5657";"Oju küla";"0";
"5732";"Ortumäe küla";"0";
"5770";"Paaburissa küla";"0";
"5786";"Paasi küla";"0";
"5799";"Paatsa küla";"0";
"5836";"Paevere küla";"0";
"5839";"Paganamaa küla";"0";
"5847";"Pahapilli küla";"0";
"5867";"Paiküla";"0";
"5899";"Pajuveski küla";"0";
"5932";"Palli küla";"0";
"5933";"Palli küla";"0";
"5936";"Palmse küla";"0";
"5942";"Palujüri küla";"0";
"5973";"Panga küla";"0";
"6015";"Parmu küla";"0";
"6016";"Parksi küla";"0";
"6065";"Pedaspea küla";"0";
"6068";"Pedassaare küla";"0";
"6069";"Pedejä küla";"0";
"6076";"Peebu küla";"0";
"6093";"Pehka küla";"0";
"6112";"Perametsa küla";"0";
"6137";"Pidula küla";"0";
"6138";"Pidula-Kuusiku küla";"0";
"6148";"Pihlaspea küla";"0";
"6253";"Pillardi küla";"0";
"6336";"Posti küla";"0";
"6378";"Pudisoo küla";"0";
"6428";"Pundi küla";"0";
"6433";"Pulli küla";"0";
"6485";"Põdra küla";"0";
"6490";"Põdramõtsa küla";"0";
"6497";"Põhja küla";"0";
"6545";"Põru küla";"0";
"6611";"Pärlijõe küla";"0";
"6612";"Pärna küla";"0";
"6687";"Raagi küla";"0";
"6734";"Rahtla küla";"0";
"6785";"Rammu küla";"0";
"6797";"Randvere küla";"0";
"6892";"Rebäse küla";"0";
"6895";"Rebäsemõisa küla";"0";
"7008";"Ristemäe küla";"0";
"7021";"Ritsiko küla";"0";
"7037";"Rohusi küla";"0";
"7052";"Roobi küla";"0";
"7125";"Rusa küla";"0";
"7144";"Ruuksu küla";"0";
"7146";"Suurõ-Ruuga küla";"0";
"7305";"Saarlasõ küla";"0";
"7329";"Sagadi küla";"0";
"7346";"Saki küla";"0";
"7364";"Sakudi küla";"0";
"7366";"Sakussaare küla";"0";
"7374";"Salatse küla";"0";
"7390";"Salmistu küla";"0";
"7397";"Saluora küla";"0";
"7411";"Sandi küla";"0";
"7431";"Sarise küla";"0";
"7506";"Savimäe küla";"0";
"7507";"Savioru küla";"0";
"7545";"Sepise küla";"0";
"7548";"Sepaste küla";"0";
"7574";"Sika küla";"0";
"7609";"Singa küla";"0";
"7628";"Sirgova küla";"0";
"7656";"Soemõisa küla";"0";
"7689";"Soodevahe küla";"0";
"7712";"Soolätte küla";"0";
"7721";"Soomõoru küla";"0";
"7734";"Soorinna küla";"0";
"7751";"Sormuli küla";"0";
"7773";"Mäe-Suhka küla";"0";
"7786";"Sulbi küla";"0";
"7885";"Sõmera küla";"0";
"7906";"Sõrve-Hindu küla";"0";
"7950";"Sääre küla";"0";
"7968";"Söödi küla";"0";
"7972";"Sülluste küla";"0";
"8038";"Tagakolga küla";"0";
"8039";"Tagaküla / Bakbyn";"0";
"8049";"Tagamõisa küla";"0";
"8099";"Tammese küla";"0";
"8118";"Tammispea küla";"0";
"8125";"Tammistu küla";"0";
"8126";"Tammneeme küla";"0";
"8128";"Tammuna küla";"0";
"8144";"Tapurla küla";"0";
"8195";"Tepelvälja küla";"0";
"8200";"Tialasõ küla";"0";
"8209";"Tiharu küla";"0";
